"registryid","population_center","population_center_state","population_center_dist","ret_facility_name","ret_facility_id","ret_facility_dist","road_name","road_dist","substation_name","substation_countyfips","substation_dist"
"110040207709","Fitchburg","MA","53048.5946852661","Amherst College Co Gen","58185","40806.905226834","State Rte 2","3804.82603238472","UNKNOWN133565","25027","8038.56973639056"
"110040821144","Enid","OK","114183.75873296","Ponca","762","198375.571382355","I- 40","151291.979970779","UNKNOWN149198","40151","6315.68749045971"
"110038716379","Columbia","SC","2066.08206982844","Parr GT","3291","49828.0663643908","US Hwy 76","3614.95445836551","UNKNOWN122474","45079","433.541467209222"
"110038754871","Jacksonville","AR","29321.6474800573","Lake Catherine","170","121618.784173593","I- 40","3123.94647108335","UNKNOWN108118","05085","5001.46582251379"
"110040722420","Greenville","TX","56501.3452140017","Welsh","6139","85643.4204643542","I- 30","2920.74063160982","SULPHUR SPRINGS","48223","1466.82934706345"
"110070068841","Spring Hill","FL","28911.0479150934","Higgins","630","75153.7008087589","Suncoast Pkwy","10115.748991221","BROOKSVILLE","12053","1463.25356459025"
"110039534359","Largo","FL","3818.89543600025","Higgins","630","16909.6206153133","State Hwy 55","6808.67876585844","BELLEAIR","12103","517.841140519776"
"110064402310","Collierville","TN","42998.8810306031","Kennett","2139","210187.694988703","I- 22","1827.90794325535","HOLLY SPRINGS","28093","2905.84406621922"
"110070629060","Sioux Falls","SD","87451.0526396995","Angus Anson","7237","76164.5065007795","I- 29","19177.4079268446","UNKNOWN138637","46101","8456.82146310781"
"110043316024","Alton","IL","7886.35710830368","Sioux","2107","20342.6636381197","State Rte 255","5536.73368199096","UNKNOWN162217","17119","945.01893704083"
"110038736464","Altoona","PA","52496.5926343736","Cambria Cogen","10641","19600.9644200286","US Hwy 219","9651.98822499185","UNKNOWN124188","42021","5233.06940416341"
"110039531156","Cicero","IL","4773.07698316867","ITT Cogen Facility","52021","13107.9360100172","I- 55","307.093984207148","UNKNOWN122269","17031","2628.31181805638"
"110054145698","Parkersburg","WV","481.653355445519","Conesville","2840","138978.125505133","State Rte 2","4888.48128404615","UNKNOWN162257","54107","2027.14796595662"
"110067220135","Pittsburgh","PA","8997.72808446998","Cheswick Power Plant","8226","33945.3808470307","Penn Lincoln Pkwy","4307.19232295961","DORMONT SUBSTATION","42003","1235.94325878224"
"110063010566","Charleston","SC","1747.76572825047","Williams","3298","29562.1909627477","Septima Clark Expy","326.060984768377","UNKNOWN147142","45019","1260.59122679346"
"110070004658","Pittsburgh","PA","49098.9655308674","FirstEnergy Bruce Mansfield","6094","17502.1874449436","I- 376","6239.9620196593","VALLEY","42007","5165.99672690947"
"110033226275","Lake Jackson","TX","24062.2296416671","Freeport Energy","52120","32623.5058228927","State Hwy 288","21258.00616414","UNKNOWN310233","48039","1068.43354581861"
"110071089894","Salt Lake City","UT","4121.86059076674","Gadsby","3648","4219.76951502396","I- 80","1393.84639551941","CANNON","49035","1342.51978963087"
"110040724534","Oak Forest","IL","8339.04607420596","ITT Cogen Facility","52021","29720.2804601869","I- 294","1403.37552552117","UNKNOWN122272","17031","1444.01963361928"
"110040822722","St. Louis","MO","1911.32282461556","Meramec","2104","36661.2866207397","US Hwy 40","2147.58458212555","CENTRAL","29510","2382.37715149094"
"110057203164","Sioux City","IA","131693.369644523","North Omaha","2291","191769.940681253","I- 29","125400.078966188","UNKNOWN158120","31119","500.432171339849"
"110070004474","Spring Hill","FL","28338.9791913214","Higgins","630","74791.628050079","Suncoast Pkwy","9555.91288378388","BROOKSVILLE","12053","2021.72241073044"
"110071090166","Brawley","CA","206.484226105248","South Bay Fuel Cell Plant","57770","180441.59423","I- 8","27155.6413316064","RIO VISTA","06025","1157.81279428838"
"110045009771","Merritt Island","FL","3875.73978560347","Stanton Energy Center","564","50967.9688322884","I- 95","5448.45616891882","COCOA","12009","735.036873976809"
"110010359726","Oregon City","OR","31065.0208873102","Alden Bailey Power Plant","56223","186320.05392287","I- 5","29632.8090736434","MOLALLA","41005","3945.64532269922"
"110066850045","Commerce City","CO","10175.8864523985","Cherokee","469","13676.9659550272","I- 70","4675.52490432416","UNKNOWN202800","08001","4715.85349520168"
"110043241934","St. Paul","MN","4665.78591447228","Black Dog","1904","32250.0526112803","US Hwy 10","776.17943842541","WESTERN","27123","3681.50307445066"
"110043637357","Kingsport","TN","98219.3747111207","Bull Run","3396","220527.605978863","Bert T Combs Mountain Pkwy","76789.4666067351","UNKNOWN121744","21133","5977.78066959556"
"110043242791","Pawtucket","RI","3178.22952512525","Pawtucket Power Associates","54056","5291.77959699392","I- 95","239.859958141096","UNKNOWN172728","44007","608.024974558458"
"110070205675","Saginaw","MI","2258.87764279397","Dan E Karn","1702","39427.1430259844","I- 675","5624.02669571427","UNKNOWN172317","26145","2252.72227230622"
"110039552258","Duluth","MN","1620.32378505756","Moose Lake","1996","90388.7779748245","I- 35","91.6964411315783","UNKNOWN129284","27137","2100.00486259878"
"110043085014","Newark","OH","55969.3580272845","Conesville","2840","30480.964663364","State Rte 16","26774.6763837509","UNKNOWN116373","39031","6641.47313764742"
"110054625857","Eureka","CA","111019.509828119","Oroville Cogeneration LP","54477","405862.012353318","US Hwy 101","40534.7247503414","UNKNOWN202983","06015","2810.51130839714"
"110054146713","Danville","IL","6062.01743899186","Crawfordsville Power Plant","1024","81208.9489308118","I- 74","543.080107061354","UNKNOWN160149","17183","2431.91579478409"
"110030995485","Weslaco","TX","8221.2266383812","Coleto Creek","6178","330805.285470037","US Hwy 83","715.543459313376","WESMER","48215","3422.61973661071"
"110057203235","Pine Bluff","AR","2733.51495776167","Lake Catherine","170","103911.074917326","I- 530","5441.80707831341","PINE BLUFF MCCAMANT","05069","1552.20153160367"
"110038714200","Farmington","NM","181474.46731575","Nucla","527","93626.5333267351","I- 70","176009.754237048","UNKNOWN205925","08091","9161.86910923205"
"110039688040","St. Louis","MO","6822.30477361228","Sioux","2107","38431.4926450932","I- 70","557.367492431156","UNKNOWN117790","29510","144.66050989384"
"110070262016","Lodi","CA","1849.38458437182","Pacific Ethanol Stockton Cogen Plant","61027","28444.9939166683","State Rte 99","1468.79784896668","LODI","06077","1094.51557354823"
"110070675632","Concord","NH","93577.6772567743","Simonds","58945","138382.171330632","I- 91","8451.39723259183","UNKNOWN136050","33019","810.459832133482"
"110041260970","Bristol","TN","4037.51285902535","Asheville","2706","160021.506696411","I- 381","2311.89522524333","UNKNOWN121029","47163","1011.36618977489"
"110041261755","Kansas City","MO","6297.91837691323","Blue Valley","2132","25913.2802253834","US Hwy 71","428.448472609888","UNKNOWN121750","29095","4171.72598326434"
"110040822660","St. Louis","MO","1916.01546633196","Meramec","2104","36642.3855749616","US Hwy 40","2117.59272501301","CENTRAL","29510","2342.62240555661"
"110067450181","Jeffersonville","IN","6003.36584320306","Zorn","1368","7351.7322262127","I- 65","1605.04717039574","UNKNOWN130741","21111","816.956662904176"
"110046425347","New Bern","NC","248.377819937042","Edgecombe Genco LLC","10384","149421.792412396","US Hwy 70","1307.70924622417","UNKNOWN111443","37049","4139.45463982839"
"110040823400","Lee's Summit","MO","104447.352686131","Blue Valley","2132","121285.431939287","US Hwy 71","63521.2045192852","UNKNOWN121362","29083","3104.64047463231"
"110070789771","Carson City","NV","4584.58463121964","Fort Churchill","2330","69333.9304388963","I- 580","659.385972244569","CARSON","32510","1035.91894462125"
"110071088967","Kingsport","TN","121490.662064522","E W Brown","1355","184707.925122563","Bert T Combs Mountain Pkwy","67227.6640440637","HAZARD","21193","2771.78463431934"
"110046425285","Sioux City","IA","7239.48267123418","Angus Anson","7237","166468.488111412","US Hwy 75","3104.3437983533","UNKNOWN137009","19193","1123.9303221918"
"110055264315","Bismarck","ND","160387.137260804","R M Heskett","2790","169413.001913411","State Hwy 810","157461.258494418","UNKNOWN132842","46031","3538.67129896496"
"110038750571","Shawnee","OK","28917.6359672886","Weleetka","2966","116466.125316487","I- 40","9312.7611618946","UNKNOWN149670","40027","6856.36917977902"
"110038749682","Bismarck","ND","106624.800842493","R M Heskett","2790","121206.092743755","I- 94","92201.6351686206","UNKNOWN135740","38029","1127.68573645056"
"110041721820","Hartford","CT","2767.38614203368","Capitol District Energy Center","50498","2567.90408977945","Yankee Expy","1954.18530076121","SOUTHWEST HARTFORD","09003","3067.8870329637"
"110038716119","Mount Pleasant","MI","91806.7837374042","TES Filer City Station","50835","102150.484477284","US Hwy 131","2464.39734919176","UNKNOWN145733","26107","8930.71503295809"
"110070225916","Bayonet Point","FL","12294.1696869801","Higgins","630","29882.6819764363","Suncoast Pkwy","18994.0960432853","UNKNOWN108284","12101","1806.60184687331"
"110038734518","Williamsport","PA","514.638776017663","TalenEnergy Montour","3149","46068.3863961582","US Hwy 15","1289.21183808521","UNKNOWN125624","42081","1220.96890096409"
"110055264039","Boise City","ID","223548.530397196","Naughton","4162","555665.607761878","I- 84","197001.259154516","UNKNOWN201563","16037","23778.4226221293"
"110039533412","Ann Arbor","MI","19708.4622397341","Wyandotte","1866","46265.6986347074","I- 94","4218.25882925879","WILLOW RUN","26161","2372.93624649487"
"110070164384","Helena","MT","2229.77747500944","Colstrip","6076","614259.969646708","I- 15","3981.52240648427","UNKNOWN207826","30049","2528.21362212309"
"110038750189","Hastings","NE","90183.6879656356","North Omaha","2291","216549.353687579","I- 80","41451.1435175806","UNKNOWN158308","31059","2460.98051702983"
"110064402383","Taylor","MI","4621.12091756161","Wyandotte","1866","11966.3009674327","Detroit Toledo Fwy","1299.93571951139","UNKNOWN129000","26163","6438.09361038668"
"110056365071","Marion","IN","826.783677635264","Caterpillar","50935","133853.648396909","I- 69","11541.6181315154","UNKNOWN151150","18053","418.259570438603"
"110039555175","Iowa City","IA","4639.63060426928","University of Iowa Main Power Plant","54775","3910.10519577531","I- 80","803.038729741531","UNKNOWN137654","19103","1380.44935735376"
"110040477285","Pahrump","NV","12293.5753919841","Saguaro Power","54271","123311.592850192","Clark County 215","82953.371112297","VISTA","32023","9769.09217813479"
"110071162620","Bristol","TN","81262.0685039003","Asheville","2706","233692.997778262","I- 81","76165.1926338766","MOSS","51051","2155.45174142626"
"110040129312","Bay City","MI","62236.7997368108","Dan E Karn","1702","52733.2038833515","US Hwy 23","13898.8617601736","UNKNOWN144601","26011","9877.35455539767"
"110071194808","Eureka","CA","68738.4222839387","Oroville Cogeneration LP","54477","332849.023973128","State Hwy 299","44042.1786254386","HOOPA","06023","4953.22873164371"
"110070556233","Missoula","MT","164133.903877128","Northeast (WA)","6210","336718.951999619","US Hwy 93 Alt","59149.8374654558","ELMO","30047","602.439993469823"
"110070384769","Carson City","NV","29066.0872294287","Fort Churchill","2330","70058.3707563824","I- 580","23082.3415070332","BUCKEYE","32005","1566.32074475621"
"110071089153","Cape Girardeau","MO","76947.116840309","Joppa Steam","887","83726.8679512701","I- 55","16686.0885224728","UNKNOWN117701","29133","8975.00232392651"
"110071162860","Lodi","CA","1519.27039310696","Pacific Ethanol Stockton Cogen Plant","61027","28249.9151710505","State Rte 99","1957.82278711044","LODI","06077","1609.34499340048"
"110038735367","Philadelphia","PA","3929.39248071933","Philadelphia Refinery","52106","12653.2770657513","Delaware Expy","1081.22457608208","UNKNOWN128984","42101","1543.88498256681"
"110038736865","Oklahoma City","OK","146.429059181961","Weleetka","2966","155191.104541524","US Hwy 270","1437.9893800877","OKLAHOMA GAS ELECTRIC","40109","1278.1583207488"
"110044762646","Hartford","CT","2394.94193513885","HSCo CHP","57179","1901.18636875117","I- 91","1897.42195012414","SOUTH MEADOW 2","09003","2606.29592677"
"110070069178","Bangor","ME","65534.3990914276","Androscoggin Mill","54085","138074.588274515","I- 95","53173.4595255527","UNKNOWN133114","23027","2418.70597408792"
"110043638515","Houma","LA","19252.4031754605","Waterford 1 & 2","8056","45647.3514251301","US Hwy 90","7909.19140879923","RACELAND","22057","13437.6782704412"
"110043242158","Joplin","MO","92223.0936713803","Coffeyville","1271","56753.3813358584","Will Rogers Tpke","78265.5648471363","UNKNOWN119016","20099","1398.92551848624"
"110054146278","Wheeling","WV","33970.303134402","Cardinal","2828","7868.87235980834","State Rte 7","219.327649850842","UNKNOWN116406","39081","2699.73873231303"
"110041261675","Kansas City","MO","7899.51725464844","Blue Valley","2132","27168.2647286731","US Hwy 71","284.154875101204","UNKNOWN117558","29095","1807.16409631543"
"110070616061","Port Huron","MI","1381.05330611663","Belle River","6034","28096.4627414874","I- 69","1937.89040945867","UNKNOWN172324","26147","1088.1408965235"
"110070068883","Boston","MA","5807.37143341146","Mass Inst Tech Cntrl Utilities/Cogen Plt","54907","5002.07584952421","State Rte 3","2621.18929517744","COLBURN STREET","25025","2712.84617734016"
"110039530647","Camden","NJ","3224.29549587058","Philadelphia Refinery","52106","13903.6265834701","N South Fwy","1531.46475706142","UNKNOWN141103","34007","1691.46118645492"
"110043315221","Covington","KY","425.663380128683","Miami Fort","2832","33376.3421876514","I- 71","1666.78411776819","UNKNOWN137586","21117","1365.74061429286"
"110070629052","Burlington","VT","118417.569138629","Albany Medical Ctr Cogen Plant","59453","201008.427216712","I- 89","26824.9349912837","STOCKBRIDGE","50027","7769.91079844076"
"110070507775","Rochester","NY","5906.04531502555","Iola Powerhouse & Cogeneration Facility","62424","6563.99037803105","I- 490","769.143361906796","UNKNOWN124708","36055","2580.3766205864"
"110012567356","Toledo","OH","5782.11843316506","Monroe (MI)","1733","38520.8182160883","I- 75","185.211879011082","UNKNOWN156446","39095","3223.84672731698"
"110070209621","Knoxville","TN","2154.78269838128","Bull Run","3396","26503.77090449","I- 40","646.563305035548","CENTER CITY","47093","1599.22063832004"
"110071089443","Medford","OR","2933.47988620365","Oroville Cogeneration LP","54477","442709.45604701","I- 5","801.437372107453","MEDFORD","41029","1192.18380187641"
"110063860166","Atlantic City","NJ","1474.78087325163","B L England","2378","23894.705163119","N Missouri Ave","897.293350708706","HIGBEE","34001","1631.14949823235"
"110043240917","Toledo","OH","65675.0547475421","Monroe (MI)","1733","75995.6865046735","US Hwy 23","39719.26251651","UNKNOWN172452","26091","814.858948717586"
"110039688246","Urbandale","IA","55003.5630395535","Iowa State University","54201","59399.0161797013","I- 80","46326.0648224431","UNKNOWN137698","19049","1681.20516343348"
"110039688549","Springfield","MO","4979.66856713506","James River Power Station","2161","17179.3276334872","I- 44","2839.38311048184","UNKNOWN117689","29077","512.095479963789"
"110071090856","Oklahoma City","OK","953.757185182113","Weleetka","2966","154704.036102082","US Hwy 270","733.012716198003","UNKNOWN162377","40109","1095.50667473041"
"110063011565","Muncie","IN","13189.8158892331","Wausau Paper Middletown","57940","137502.153965083","US Hwy 35","6669.32005297013","UNKNOWN124041","18035","4648.57245400797"
"110015330747","Birmingham","AL","9263.49116508495","Gorgas","8","48715.369608903","I- 65","4698.33468037056","UNKNOWN112342","01073","918.73680876296"
"110040316814","Superior","WI","14889.8567407204","Moose Lake","1996","69935.4981305851","I- 35","6180.70727215904","UNKNOWN129271","27137","2664.99619768164"
"110038706861","Farmington","NM","178281.296380053","Nucla","527","97440.8409920595","I- 70","180651.125022005","UNKNOWN205925","08091","4505.4104311594"
